,0,1,2,3
H75391,23.625909090909094,24.856470588235293,24.411111111111108,35.497
BE646076,54.50045454545455,62.01705882352941,57.07555555555555,83.8105
BC046147,47.095000000000006,52.87235294117647,38.77851851851852,64.84549999999999
BE646461,118.43545454545455,46.294117647058826,51.87851851851852,49.340999999999994
AW665375,59.092272727272736,31.421764705882357,31.555185185185184,48.4875
S66168,16.10590909090909,9.284117647058823,10.137037037037036,9.972
BC005081,65.67045454545455,36.25764705882353,29.425555555555555,49.343
AV713323,40.06272727272728,21.091764705882355,28.212222222222223,33.160000000000004
AI248208,277.97363636363633,311.5111764705883,272.66037037037034,397.9785
AI701590,58.91181818181819,32.010000000000005,22.25555555555555,30.848000000000003
BC002521,61.49045454545455,93.78294117647057,75.46888888888887,100.5585
AB018289,1409.6831818181818,704.4305882352941,773.0044444444446,594.0925
X64978,18.47909090909091,10.836470588235294,9.624074074074073,9.437999999999999
AW082726,21.039545454545454,48.949999999999996,45.4437037037037,38.7385
AK024009,54.596818181818186,66.79941176470588,59.153703703703705,80.324
AI925574,43.430454545454545,56.374117647058824,74.12555555555556,65.773
BF240286,61.281363636363615,115.66176470588235,100.34444444444443,106.10799999999999
AW235355,322.6877272727272,395.4694117647059,348.5437037037037,493.4754999999999
AV681765,5.476818181818181,37.97588235294118,256.9866666666666,52.16699999999999
AF004561,4869.118636363637,2274.3464705882348,2373.377407407407,3794.203
AI142677,222.01045454545454,321.88647058823534,262.34370370370374,366.94800000000004
AA031330,28.276363636363637,17.55,18.325185185185187,16.491500000000002
AK000470,206.9545454545455,116.83470588235295,82.70777777777778,163.56
AI129310,1475.2563636363636,765.0105882352941,680.0285185185186,847.9105
AL050059,13.866363636363634,15.029411764705882,11.88703703703704,19.484499999999997
AA740831,241.18136363636367,90.63058823529411,104.07925925925926,129.32299999999998
BC043583,50.369090909090914,67.99294117647058,58.4911111111111,83.37800000000001
BC008777,595.9272727272728,331.73176470588237,493.84888888888895,629.5240000000001
NM_006657,24.86318181818182,10.191764705882354,8.817037037037036,10.896999999999997
AK094921,10.801363636363638,4.668823529411764,6.006296296296296,7.7844999999999995
AK025348,45.17954545454546,19.18941176470588,21.905185185185182,21.883
AA167449,4707.480454545454,4352.5247058823525,2133.1807407407405,3574.633500000001
AI379895,19.906363636363633,5.842352941176471,7.5633333333333335,8.1375
NM_001504,708.3713636363636,303.3841176470588,397.6385185185184,297.38800000000003
NM_022136,2470.6904545454545,2060.258823529412,1600.3514814814816,1337.7870000000003
NM_016270,743.0145454545454,292.45647058823533,334.01037037037037,546.1885
AI698076,12.188636363636363,7.337058823529412,10.478148148148147,5.545
AK024072,368.4018181818182,459.9994117647059,382.1096296296296,619.6559999999998
NM_013359,21.625,6.281176470588235,8.757407407407406,13.488999999999999
U94506,43.78863636363636,31.59647058823529,25.65296296296296,18.684500000000003
BC042827,39.32954545454545,20.175882352941176,18.066296296296294,30.960999999999995
R45950,21.145000000000003,11.331176470588234,16.866666666666664,12.1725
AV700339,9.126818181818182,10.147058823529411,12.216296296296296,6.1225
AK095188,28.110000000000003,19.328235294117647,11.974074074074075,16.0845
AJ011601,53.01045454545454,39.20058823529412,30.692592592592593,65.5385
AL521247,305.34590909090906,612.7288235294118,385.62000000000006,417.35150000000004
AF519621,843.3045454545455,767.6311764705882,563.5974074074073,442.75699999999995
