,0,1,2,3
AV699347,292.17311473149067,718.2399496563477,1193.604935213252,696.3882471744838
NM_000332,232.2972581233183,270.56340258429833,209.57412183833017,260.62380745818297
NM_001269,121.2265638260283,79.7510876236972,105.82289826006053,139.43743823306565
BC005147,79.55398517504578,316.783344109488,360.15101954116864,324.7759172641192
AA740849,77.42778609989168,63.435349297410106,100.22401106366671,88.86546553498721
AI492873,27.36838365645553,50.75525345846691,40.8110521052435,44.04904506342901
BE561014,74.91991177912408,156.6714788215282,120.9360536681165,148.6600056134803
NM_025113,507.16082293473215,564.0995355768894,425.62396138082835,570.8104731456406
AW978375,76.66518822340802,117.98986970180593,118.47481374034453,95.90196965000251
AF289024,14.452700882877128,4.900537644397016,7.937545722625189,7.644935643941026
AI681013,64.52689086601579,81.16276149372443,106.65642901230596,62.05650340415579
U17105,27.01247835310302,26.966977871124715,35.85797264861939,40.0073468877905
AW469555,16.920911142261147,17.699156764462266,24.134362441964566,27.908585614466386
AV753065,14.938519576877768,18.47799424397239,18.9704988715332,18.9249788903449
AF024540,19.177928752596547,29.65714972993538,31.192423559530393,24.858979584850218
AF222341,6.899006456196764,7.256112850722634,3.840618520145414,5.5548835271317785
AA522514,103.81780875987742,74.00384401780603,63.96818684623679,60.81746291978974
AW291664,5.9920595529375715,5.40804059842258,6.118781471347176,8.09711498004073
AK096662,10.343313296941059,10.246295608775991,7.964466145803768,11.587863683613127
AL568826,91.97295394874436,80.16218959603368,98.74084113106508,88.13821863839772
NM_004660,4.026687829473879,358.08223406301113,717.0783192558372,441.6548350972171
AI954612,5.825019295537864,4.952648098077533,5.532850368133872,6.788085886315818
AA479678,39.79661731596529,50.78107753864779,29.761297641591263,61.11213318769031
H75391,4.940885694516823,6.745477736690988,8.884701930569294,11.084553712261041
BE646076,16.526439554206554,15.460621235789322,22.145298695682285,18.947941174438977
BC046147,12.31891773212684,17.397090199365074,20.34050942653941,18.246329624064124
BE646461,82.18993682746373,39.71832057032794,40.90633191081554,48.772600289506805
AW665375,26.6627121193997,13.766068786221782,20.026408929095005,28.235382921965126
S66168,4.82125658751374,4.409611239131723,5.10824229740511,5.58128354413212
BC005081,33.3181394052812,18.752032526513826,12.85066256638395,40.95678235652796
AV713323,11.398782702878322,9.692074527701436,11.950330332745132,13.614108490826712
AI248208,65.90481880198377,79.43148974633297,87.7917947942526,106.83417932829362
AI701590,36.03559510922545,20.161660762593005,18.07032934036167,22.09714022220975
BC002521,17.208149094191793,28.42032821864243,22.110396638372926,25.516516469729954
AB018289,551.2234911159519,510.04187894341044,415.20578499264434,430.30916050991755
X64978,9.362480687729036,6.814684785059627,6.056963093864693,4.649702786200425
AW082726,9.182302383722488,21.39390622418944,17.686670676413698,14.205817215141126
AK024009,14.021333222293041,19.01902807889362,21.232652727300337,21.55419597201436
AI925574,24.850915197574206,22.138000616141397,22.558969856526126,18.993334120159105
BF240286,29.3128003834897,39.490255273822875,32.53076826560691,40.9829316423313
AW235355,85.37557847171617,111.85667891235211,135.55282286357073,101.05981592477794
AV681765,1.8549084426403672,133.77341211514093,248.12451797882088,142.09210889771467
AF004561,348.1756812991689,1319.03441279615,1464.4409413647006,1375.1237849448316
AI142677,61.62448638747962,83.1221464041766,84.36238433085141,97.96361465360496
AA031330,9.749853400042179,9.670948612148837,7.0125851789217055,9.742609647830504
AK000470,74.96953282544926,102.97252175545766,70.20131176010536,115.28385788999256
AI129310,580.3192547958208,610.6166770662416,456.6304351783163,618.5688221570418
AL050059,5.17763156231122,4.569927880224132,5.173025345081007,5.229236536053805
AA740831,140.6177093559134,82.5735742140154,85.00655464600736,77.1052268721129
BC043583,17.78535273478787,21.90710139086139,22.73910587077841,27.841846490489814
BC008777,211.02793947251757,176.17062919511713,212.53729759535338,239.91144925576188
NM_006657,16.200414244525195,7.340386458246009,6.963520190469235,7.289774413519255
AK094921,5.219679801616662,2.1761673874658394,3.406085129912126,5.247109180301093
AK025348,27.851903554543096,17.00653523885597,12.114125324311031,14.015798621555605
AA167449,616.9836475104084,1357.5474662056513,2263.3403918118147,1367.2970157185125
AI379895,15.51829493488091,4.2178926009418,6.009323620039978,8.087129821512697
NM_001504,418.55153677778986,230.23741508837003,342.12169880087674,245.7339124663098
NM_022136,752.1041321427219,1087.2522937142285,756.3392656038039,692.2696415855602
NM_016270,481.7933080097473,151.38817554031624,223.3451515029212,442.3009775172897
AI698076,4.456041145001963,5.250944749399452,5.5122967163572785,3.4533961545122507
AK024072,127.57128241377139,141.53365180681104,203.87059985453521,196.57397832368352
NM_013359,16.253014475642804,7.431674565749706,6.561224249241449,11.729941986216298
U94506,22.726866419095373,19.522785162072267,14.996839374376538,10.942321725758205
BC042827,16.64795250235479,12.378857240246148,11.248219002447602,14.730139816037049
R45950,6.144294285980065,7.30399880996136,6.941505867151861,6.801068941717912
AV700339,3.3855929873558424,3.842064035822844,4.474472572393018,2.903953985516988
AK095188,10.875227479334523,10.412690919254771,7.340332144699791,7.368034659934764
AJ011601,25.564663729679104,19.8127316377146,14.93844991527087,29.11133272026549
AL521247,155.49780482692265,242.48477839146335,167.831300395941,188.88177512070877
AF519621,280.33452055660655,454.6144701364437,264.7656393113448,237.0708743835902
